,d,v
4617,2020-12-15,82.54
4618,2020-12-16,82.63
4619,2020-12-17,82.72
4620,2020-12-18,82.84
4621,2020-12-21,83.15
4622,2020-12-22,83.25
4623,2020-12-23,83.36
4624,2020-12-28,83.91
4625,2020-12-29,84.03
4626,2020-12-30,84.15
4627,2021-01-04,84.7
4628,2021-01-05,84.8
4629,2021-01-06,84.9
4630,2021-01-07,85.0
4631,2021-01-08,85.11
4632,2021-01-11,85.38
4633,2021-01-12,85.47
4634,2021-01-13,85.56
4635,2021-01-14,85.65
4636,2021-01-15,85.74
4637,2021-01-18,86.07
4638,2021-01-19,86.2
4639,2021-01-20,86.32
4640,2021-01-21,86.43
4641,2021-01-22,86.55
4642,2021-01-25,86.91
4643,2021-01-26,87.02
4644,2021-01-27,87.12
4645,2021-01-28,87.22
4646,2021-01-29,87.3
4647,2021-02-01,87.61
4648,2021-02-02,87.7
4649,2021-02-03,87.81
4650,2021-02-04,87.91
4651,2021-02-05,88.01
4652,2021-02-08,88.17
4653,2021-02-09,88.28
4654,2021-02-10,88.36
4655,2021-02-11,88.45
4656,2021-02-12,88.54
4657,2021-02-17,88.95
4658,2021-02-18,89.05
4659,2021-02-19,89.16
4660,2021-02-22,89.44
4661,2021-02-23,89.54
4662,2021-02-24,89.64
4663,2021-02-25,89.75
4664,2021-02-26,89.83
4665,2021-03-01,90.09
4666,2021-03-02,90.16
4667,2021-03-03,90.22
4668,2021-03-04,90.3
4669,2021-03-05,90.37
4670,2021-03-08,90.58
4671,2021-03-09,90.65
4672,2021-03-10,90.72
4673,2021-03-11,90.79
4674,2021-03-12,90.86
4675,2021-03-15,91.07
4676,2021-03-16,91.14
4677,2021-03-17,91.21
4678,2021-03-18,91.28
4679,2021-03-19,91.36
4680,2021-03-22,91.57
4681,2021-03-23,91.64
4682,2021-03-25,91.78
4683,2021-03-26,91.85
4684,2021-03-29,91.92
4685,2021-03-30,91.96
4686,2021-03-31,91.99
4687,2021-04-05,92.24
4688,2021-04-06,92.29
4689,2021-04-07,92.34
4690,2021-04-08,92.39
4691,2021-04-09,92.44
4692,2021-04-12,92.58
4693,2021-04-13,92.63
4694,2021-04-14,92.68
4695,2021-04-15,92.73
4696,2021-04-16,92.78
4697,2021-04-19,92.93
4698,2021-04-20,92.98
4699,2021-04-21,93.03
4700,2021-04-22,93.08
4701,2021-04-23,93.13
4702,2021-04-26,93.28
4703,2021-04-27,93.34
4704,2021-04-28,93.42
4705,2021-04-29,93.5
4706,2021-04-30,93.56
4707,2021-05-03,93.68
4708,2021-05-04,93.72
4709,2021-05-05,93.76
4710,2021-05-06,93.8
4711,2021-05-07,93.84
4712,2021-05-10,93.93
4713,2021-05-11,93.96
4714,2021-05-12,93.99
4715,2021-05-13,94.02
4716,2021-05-14,94.05
4717,2021-05-17,94.14
4718,2021-05-18,94.17
4719,2021-05-19,94.21
4720,2021-05-20,94.25
4721,2021-05-21,94.28
4722,2021-05-26,94.49
4723,2021-05-27,94.53
4724,2021-05-28,94.57
4725,2021-05-31,94.69
4726,2021-06-01,94.74
4727,2021-06-02,94.78
4728,2021-06-03,94.82
4729,2021-06-04,94.86
4730,2021-06-07,94.98
4731,2021-06-08,95.02
4732,2021-06-09,95.06
4733,2021-06-10,95.1
4734,2021-06-11,95.14
4735,2021-06-14,95.26
4736,2021-06-15,95.29
4737,2021-06-16,95.32
4738,2021-06-17,95.35
4739,2021-06-18,95.38
4740,2021-06-22,95.5
4741,2021-06-23,95.53
4742,2021-06-24,95.56
4743,2021-06-25,95.59
4744,2021-06-28,95.68
4745,2021-06-29,95.71
4746,2021-06-30,95.73
4747,2021-07-01,95.77
4748,2021-07-02,95.8
4749,2021-07-05,95.89
4750,2021-07-06,95.92
4751,2021-07-07,95.95
4752,2021-07-08,95.98
4753,2021-07-12,96.1
4754,2021-07-13,96.13
4755,2021-07-14,96.16
4756,2021-07-15,96.19
4757,2021-07-16,96.22
4758,2021-07-19,96.31
4759,2021-07-20,96.34
4760,2021-07-21,96.37
4761,2021-07-22,96.4
4762,2021-07-23,96.43
4763,2021-07-26,96.53
4764,2021-07-27,96.58
4765,2021-07-28,96.64
4766,2021-07-29,96.67
4767,2021-07-30,96.69
4768,2021-08-02,96.78
4769,2021-08-03,96.81
4770,2021-08-04,96.84
4771,2021-08-05,96.88
4772,2021-08-06,96.91
4773,2021-08-09,97.0
4774,2021-08-10,97.03
4775,2021-08-11,97.05
4776,2021-08-12,97.08
4777,2021-08-13,97.11
4778,2021-08-17,97.23
4779,2021-08-18,97.27
4780,2021-08-19,97.29
4781,2021-08-20,97.32
4782,2021-08-23,97.41
4783,2021-08-24,97.44
4784,2021-08-25,97.48
4785,2021-08-26,97.55
4786,2021-08-27,97.57
4787,2021-08-30,97.72
4788,2021-08-31,97.75
4789,2021-09-01,97.78
4790,2021-09-02,97.83
4791,2021-09-03,97.87
4792,2021-09-06,97.95
4793,2021-09-07,97.99
4794,2021-09-08,98.02
4795,2021-09-09,98.05
4796,2021-09-10,98.1
4797,2021-09-13,98.21
4798,2021-09-14,98.22
4799,2021-09-15,98.25
4800,2021-09-16,98.31
4801,2021-09-17,98.35
4802,2021-09-20,98.48
4803,2021-09-21,98.49
4804,2021-09-22,98.51
4805,2021-09-23,98.52
4806,2021-09-24,98.56
4807,2021-09-27,98.67
4808,2021-09-28,98.68
4809,2021-09-29,98.71
4810,2021-09-30,98.74
4811,2021-10-01,98.78
4812,2021-10-04,98.89
4813,2021-10-05,98.9
4814,2021-10-06,98.92
4815,2021-10-07,98.95
4816,2021-10-12,99.1
4817,2021-10-13,99.13
4818,2021-10-14,99.16
4819,2021-10-15,99.19
4820,2021-10-18,99.28
4821,2021-10-19,99.31
4822,2021-10-20,99.34
4823,2021-10-21,99.37
4824,2021-10-22,99.4
4825,2021-10-25,99.49
4826,2021-10-26,99.53
4827,2021-10-27,99.62
4828,2021-10-28,99.69
4829,2021-10-29,99.72
4830,2021-11-01,99.83
4831,2021-11-02,99.85
4832,2021-11-03,99.9
4833,2021-11-04,99.95
4834,2021-11-05,99.95
4835,2021-11-08,100.05
4836,2021-11-09,100.1
4837,2021-11-10,100.14
4838,2021-11-11,100.18
4839,2021-11-12,100.23
4840,2021-11-15,100.29
4841,2021-11-16,100.31
4842,2021-11-17,100.36
4843,2021-11-18,100.41
4844,2021-11-19,100.47
4845,2021-11-23,100.6
4846,2021-11-24,100.62
4847,2021-11-25,100.68
4848,2021-11-26,100.76
4849,2021-11-29,100.92
4850,2021-11-30,100.93
4851,2021-12-01,101.01
4852,2021-12-02,101.07
4853,2021-12-03,101.16
4854,2021-12-06,101.32
4855,2021-12-07,101.37
4856,2021-12-09,101.51
4857,2021-12-10,101.58
4858,2021-12-13,101.73
4859,2021-12-14,101.77
4860,2021-12-15,101.83
4861,2021-12-16,101.89
4862,2021-12-17,101.97
4863,2021-12-20,102.15
4864,2021-12-21,102.2
4865,2021-12-22,102.28
4866,2021-12-23,102.33
4867,2021-12-27,102.57
4868,2021-12-28,102.62
4869,2021-12-29,102.69
4870,2021-12-30,102.75
4871,2022-01-03,103.04
4872,2022-01-04,103.08
4873,2022-01-05,103.15
4874,2022-01-06,103.23
4875,2022-01-07,103.29
4876,2022-01-10,103.51
4877,2022-01-11,103.58
4878,2022-01-12,103.64
4879,2022-01-13,103.74
4880,2022-01-14,103.85
4881,2022-01-17,104.07
4882,2022-01-18,104.19
4883,2022-01-19,104.24
4884,2022-01-20,104.3
4885,2022-01-21,104.35
4886,2022-01-24,104.53
4887,2022-01-25,104.6
4888,2022-01-26,104.68
4889,2022-01-27,104.76
4890,2022-01-28,104.83
4891,2022-01-31,105.02
4892,2022-02-01,105.14
4893,2022-02-02,105.22
4894,2022-02-03,105.31
4895,2022-02-04,105.42
4896,2022-02-07,105.7
4897,2022-02-08,105.8
4898,2022-02-09,105.91
4899,2022-02-10,106.01
4900,2022-02-11,106.11
4901,2022-02-14,106.39
4902,2022-02-15,106.48
4903,2022-02-16,106.58
4904,2022-02-17,106.68
4905,2022-02-18,106.78
4906,2022-02-21,107.06
4907,2022-02-22,107.16
4908,2022-02-23,107.3
4909,2022-02-24,107.39
4910,2022-02-25,107.44
4911,2022-03-02,107.94
4912,2022-03-03,108.04
4913,2022-03-04,108.16
4914,2022-03-07,108.45
4915,2022-03-08,108.56
4916,2022-03-09,108.68
4917,2022-03-10,108.78
4918,2022-03-11,108.89
4919,2022-03-14,109.21
4920,2022-03-15,109.31
4921,2022-03-16,109.43
4922,2022-03-17,109.52
4923,2022-03-18,109.64
4924,2022-03-21,109.99
4925,2022-03-22,110.07
4926,2022-03-23,110.19
4927,2022-03-25,110.39
4928,2022-03-28,110.7
4929,2022-03-29,110.8
4930,2022-03-30,110.92
4931,2022-03-31,110.98
4932,2022-04-01,111.13
4933,2022-04-04,111.56
4934,2022-04-05,111.7
4935,2022-04-06,111.84
4936,2022-04-07,111.98
4937,2022-04-08,112.13
4938,2022-04-11,112.59
4939,2022-04-12,112.74
4940,2022-04-13,112.91
4941,2022-04-18,113.66
4942,2022-04-19,113.79
4943,2022-04-20,113.95
4944,2022-04-21,114.11
4945,2022-04-22,114.25
4946,2022-04-25,114.7
4947,2022-04-26,114.84
4948,2022-04-27,115.01
4949,2022-04-28,115.17
4950,2022-04-29,115.31
4951,2022-05-02,115.75
4952,2022-05-03,115.88
4953,2022-05-04,116.02
4954,2022-05-05,116.16
4955,2022-05-06,116.31
4956,2022-05-09,116.76
4957,2022-05-10,116.92
4958,2022-05-11,117.09
4959,2022-05-12,117.25
4960,2022-05-13,117.41
4961,2022-05-16,117.87
4962,2022-05-17,118.04
4963,2022-05-19,118.36
4964,2022-05-20,118.49
4965,2022-05-23,118.95
4966,2022-05-24,119.1
4967,2022-05-26,119.42
4968,2022-05-27,119.56
4969,2022-05-30,120.01
4970,2022-05-31,120.16
4971,2022-06-01,120.33
4972,2022-06-02,120.47
4973,2022-06-03,120.63
4974,2022-06-06,121.11
4975,2022-06-07,121.28
4976,2022-06-08,121.46
4977,2022-06-09,121.63
4978,2022-06-10,121.79
4979,2022-06-13,122.3
4980,2022-06-14,122.48
4981,2022-06-15,122.69
4982,2022-06-16,122.9
4983,2022-06-21,123.69
4984,2022-06-22,123.86
4985,2022-06-23,124.03
4986,2022-06-24,124.26
4987,2022-06-27,124.71
4988,2022-06-28,124.88
4989,2022-06-29,125.05
4990,2022-06-30,125.22
4991,2022-07-01,125.41
4992,2022-07-04,125.99
4993,2022-07-05,126.18
4994,2022-07-06,126.38
4995,2022-07-07,126.57
4996,2022-07-08,126.78
4997,2022-07-11,127.37
4998,2022-07-12,127.57
4999,2022-07-13,127.79
5000,2022-07-14,128.02
5001,2022-07-15,128.23
5002,2022-07-18,128.9
5003,2022-07-19,129.13
5004,2022-07-20,129.39
5005,2022-07-21,129.61
5006,2022-07-22,129.76
5007,2022-07-25,130.4
5008,2022-07-26,130.62
5009,2022-07-27,130.89
5010,2022-07-28,131.13
5011,2022-07-29,131.23
